Taxa	Kingdom	Phylum	Class	Order	Family	Genus	Species
38e1bee25028fa024ea7320caf4c0793	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	Paralachnospira sp902363445
283e3bb1503d6138865af985b31fbd6e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Paralachnospira	Paralachnospira sp902363445
531aa5958090e7b9ccce63177bb153cc	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Eubacterium_S	Eubacterium_S uniforme
f30c976bd39acbbfc8564c7beba4b875	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
6b58eab3efa3d8fc502c99815d19e932	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
8ad691ed2c82e37ad4174a810573160a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
325ce268c8bbe026198a5ca3dbaad5b9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
43f7b2bea192236465a055a5691e9735	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
8e6f1849d93723676dff6cb1962941a8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnospira	NA
8e74f6f63a5f9a304aeb8284be71fd23	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
c75ae6008025d80134bd14e9712f9d5c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
5331f57ab0f2e416cce5e856ca82bc07	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
9b89b811be9292552e327f16a217ee6f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
a50c9cc7f2ea1d2e0fef0f0f1cee917f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
6d4ab2107d92228c6751838e7dbbe697	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
324a68faea87d16c8e64abc6856e10e5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
959b9a53f413963f0de2b48bc4ceaece	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
1970af775bfecdd2ca50180b69989ee0	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2d0bb6d60955af65d5015fb0453df272	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
3883c3ab093249287e47ca21ff186ca4	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
9ecb011b73b151660fc0f8650ef1da00	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
aa19b65fa066defdc12ae4b7f2f00066	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Merdisoma	Merdisoma sp011959465
538add871396bc31fee52b4c6e73542a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
25f537c4856de1617e682de90caba215	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	C-53	C-53 sp003612525
9db5855bd9b253f9c84c6b36b3e25451	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
b8cd8bdfb9f24acdc936b524a9d81d57	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
a9241ac1841b7463ed03c02216f5e93d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
80dd71f0135ba7b0b937f699b90d18d8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
08faf2041b38f0c8f2faa68e7d5edd31	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
9101d60bb370d977b78e454d1dfbc277	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
11104e33ee91bc69f8600bf833f055f5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2923f08e6e63848338bd8c36fca23dd0	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
eb780084d3c5b406ff6ff7a4734850ec	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
e05e0601d6b4b53c58dc0595b61f91a5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
62669fe8cbcac323242a062e3c6a3386	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
7566bcf9eeeac8d93022dfa6b5e75ab5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
185fd5fa18cb1cc8b0fa2bacf60af299	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
c3ff4c29778c6c86865687a4061a3382	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
226ab97195d19858d059fffaef17f5d7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
c8738b09261f9ea1f3414e16667fac02	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
811f358e4e89eecbd75298ffce878cba	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
bf5f9d8270688749d52cb3dfea76b096	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
5350cb7ce82bdd6c877c33d2a14a1f19	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
97cedb38639c436b01657f69a87fc45b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
ddb4dac009841c724d01963915728bcf	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Porcincola	NA
25946b1f44d8e53165785e8608641763	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
b1a9cbc85f1d28c19a09353ed14853e0	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
b96d2310701b0f232b5fec79a5474a9c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
466f240b16ae7967d70c0d1c09d52b3d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
5ff8e498511cf932f268d705707899f2	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Robinsoniella	NA
83675d30639c20d61e9f59c2b956ee5b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
3ee3085cd6f25c2449332df3675b9eee	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
1935fea51cfbe50da222589365912e20	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
f7931e842cdbe3e397b3362b54c3ec04	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
681a8ee32e1e1d3ff4af9eaea413cf0d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
3cec387e3e89982bf989b857f7c296d1	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
00d2bfd458db807e323de703ef956d04	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
6536a7bc84c95500ef05185628c9f407	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
a93780af2e54c4e6e3970ebeb5021540	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
516abe8aca671b9504206b90372ebe45	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
49278a5c999a5119dec0511de99e703a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
0e72f4c11807e087591bea6763e5c0e8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
a5a7486c3e60ff3d6cc20e9e6359e7ea	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	NA
c75284513382fed03d61149aa4a05965	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
3fde62dbf738cc03eb8d8ef5f585ffbe	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
f0ea1e3d7fabfb8497741de9a3402b6e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
26d95f66b97240febac5d7976fe5ebaf	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
e04cb8c96d35fee0e181a15fc4511d0c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Oribacterium	NA
61db0bd527e07336202fd0ff4578c042	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
4598e7db6dff8f019ff4f6c50dc05df4	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2b33752353804e5616919765189fded9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
da655131b22bfd130476359a287ed672	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrisoma	Ventrisoma faecale
901c9973bde010c1a5c49023e63cc252	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrisoma	Ventrisoma faecale
0f4a15d85033f63632e910d9603f3918	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrisoma	Ventrisoma faecale
9a99f54878f0a70301215219d29b9139	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	C-53	NA
7f416f8355eefbb8f3f6e6b3b2b1c42b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
1e238cf69a93a1a2daa7c27cf7f252f1	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
5de6a1c6dbb2a3877889d30017c5aba4	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
37a7e187d35366eb6167cbe90e558af1	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
e07164dc4c344fb8e6717042190ef640	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
20ffb1eb28a74810e0c5fd95825aacb5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetatifactor	Acetatifactor sp011959105
c2ad34addc26f871b36e062f6816d89f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	NA
4ed1b5cf2300afb72f7fb97ec6ff2e9e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
98f7a3ab6c00ede77b927f2239576bac	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	NA
0081630636d689a543db5a409e29e137	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
1328ddadac3f2d08eb25e79a18f7e574	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	NA
a041854710ddee021d20b32a92d22a0d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	COE1 sp000403215
9b4036adb487adfe4ca484346b5b9a7b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	COE1 sp000403215
9c6688b479e664fa9d070647653e49ed	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	COE1	COE1 sp000403215
9f3ae9f6096976f00cd7c13a4717ff1c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
fe516a0bb523000957631796a11d9f46	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
817ca6c7f764f795484d3ca3bf564576	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
a728a1dce17d5afb4677e6cc919c2391	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ruminococcus_B	NA
675df60bfe10a0076c6359d6ce9e3c6f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
d92069ec35d8cb0e5c570d0fedcfa47e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ruminococcus_B	NA
b3b9843bbbe0fbf712a588255088fd4c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ruminococcus_B	NA
bc252e0de1c683f043226dd0579e9323	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
11b7bb7d02a7be392bce27f6e0c9b80b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Bariatricus	NA
2312fa68895be3d61975e48dda211263	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Bariatricus	NA
241358149d169fe77c6d1070671e4264	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	NA
1897423f0a62b7e5e281904297cc2ca8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	NA
3562d3a0374b9f2ed190c1a7aa7dedb7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella arabinosiphila
682dde043b6d08cf20021dc1e423446d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	Schaedlerella sp000403295
898eb92ef2d1ef893f7d0c383527b44d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	NA
e129bd321df00683c553210f7aeee3e2	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Schaedlerella	NA
294439019add4f19e8d5d95d40921207	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	Sporofaciens musculi
65ec17bde16247dae43cc95be7729dca	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
fb3376cd5dd7b9f4c866e17253a3e5db	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
ec782af30cbb30f160ddea346c36c270	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
ad4b6889b2799ded92b2af6bb5513634	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	NA
60a2e0a4d6760de56ad66a42a4093dc5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	NA
c3267810404a3b2c716b738e6f3dd497	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	NA
e2ca214f7055c2a6eedc54ac7689d169	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	NA
0dd0551c0dd279c12d8a31ad016f0a7b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	MD308	NA
51111e66d97d8fd3f0bdf584d69c7835	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_AP	NA
8d334c8bc411bb6f596f6b3919e660a8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_AP	NA
22907d450b79c927e4ffe34a2d09d2aa	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	Sporofaciens musculi
1c142238294d85cc1c2c306fa8998722	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Sporofaciens	NA
cf875aa5375131a1cd5c9fb01cca5f1e	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
bdf27bf0597da52d63064583bb957834	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2491b6fd794f93238622a0a4f4e586fb	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	MD308	NA
d898db5a436d53779dd96fabfcd03a00	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
23194d2b7c5d9dadd6ac2f254c6586d1	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
5fe7368c69e66529f0fe71354cc10fc7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
87c289114433d115978cc05296ecb477	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
d9374dca5cde3bdf56ac82fa527976be	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp000765215
50313555c1a4385e25c85b06a5c8ad42	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Lachnoclostridium_B	Lachnoclostridium_B sp000765215
84977ba94188c5d008f9861e3e14d0a5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
9a28e6b1aaae69477039957bc8a1222f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Luxibacter	NA
9edfa999eb587e4d5928c9a889269a59	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
b65410081c87ed629211d7fb136ec45f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2643df73928bfd7b6861c66b591af84c	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2d01d21dc12ee96d173b6ab4e83f9a3b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
389baca2895da43bd2e159efb7e006fe	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
c982470b2a0c52e8606b0898f3616f42	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
e9ba53901533347c901fadbda061b68f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Acetitomaculum	NA
deb6cb498b1f0a2e2098d8698813c54b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Choladousia	Choladousia sp003612585
b539fc5b8526efb37342c72b3766b72f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	UBA9414	NA
d6eda88bd8370a52076b0dafde12249a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_Q_134526	NA
09e1c7b8b8af133fefb9d149d4f092e8	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_Q_134526	Clostridium_Q_134526 sp009911305
eecff9641610ce8616479b2af89246dd	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Clostridium_Q_134526	Clostridium_Q_134526 sp009911305
bfa3561ca0d31bca54be08e2d9f7937f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375
31217980cfdf305668ba9c8482a34e81	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
f86c536a0839b448a93580a165464ab4	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Enterocloster	Enterocloster sp000431375
f3f57fb4feeef35aada1a409a3352520	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
9e3b0ce9bb690b78f97f20c102089c55	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
13d926bb55264829d6ec74a09a2b7af6	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
b301115074f6e3de36efa48b692c7f8b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
4422afa5e085d3e4373b56dd5c28160d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
5e0ba474de1b721e3e60a2ee92fbe1c9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
0fa9b2ca1527c33928e33283f5f5fcc5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
f54447ae705d557e2c2b3777fbdd56f0	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
5999c79b4a0c61c19a9cf4cc497f1514	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
e9401f3db9527e1a57b19c9117442afc	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
e997b84121104c0999ae87417d492b9a	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Ventrimonas	Ventrimonas sp003611875
10055b4de0b725f946f9dc5f3e8409df	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
f9f8a1e38fcd6166305ee1a90187d5ed	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
d7c3ae890ec4975f6c3fb50e9470b940	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
08ce27cee52afc14d82faaae7852a600	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
1841ceeb252a3e471065c84c01175567	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
1de796054bd9fe1ec0dff2c50d9e7792	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
2b90532f7b4cc2c26abd0f1f1657f80b	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
5708930606292ac6286844f406365ff3	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
bcb9f7992691d5858bd06a6bbd4f8681	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
f2e181baa6f69461b040ab8ad9fd0442	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
13419053675ea7871774235038fc1c13	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
ad967928a73ab98e764eee29f69d81ee	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
df83677209f895d1acd3362efb7f1f18	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
1c281deaf71c6d702d1ddadfa953eac6	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
1ed042ec7e64fa5c66f0898472c5ac02	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
5eaeab6fa2a8efe96eac7a0712c65080	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
6aaac37f56d07ffcea4fe9ef1cd00d2f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
c7205100c08de2585db74f670a36edf9	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
8212472385df0dc1b6527a764d613b7d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
91a093473cad95da81d9ebb47d5ef0c5	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
8273e6e7e9cd8b7401183186d38a7b9d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
af26ba64d6f2fab3985dbc4fb2a8241f	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
66134bb23ac8d8a3080810183bf36ff7	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	NA	NA
2cf0267a31dc6f1b8ee65c913b8f6e4d	d__Bacteria	Firmicutes_A	Clostridia_258483	Lachnospirales	Lachnospiraceae	Kineothrix	Kineothrix sp000403275
